LID,Smiles
1694,C(=O)(c1c(c(N)c(Br)c(C(=O)O)c1Br)Br)O
1695,OC(=O)[C@]1(O)C[C@@H]([C@@H](O)[C@H](O)C1)CCCOc1ccccc1
1696,[P@@](=O)(O)(O[P@](=O)(O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)OP(=O)(O)O)n1c2ncnc(c2nc1)N)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)O
1697,N(c1ccc(cc1)Cl)S(=O)(=O)c1c(scc1)C(=O)O
1698,P(=O)(O)(O)CCN(C=O)O
1699,C([C@H](CN(Cc1ccccc1)c1ccccc1)N1CCCC1)OCC(C)C
1700,CCN(CC)CCN(Cc1ccc(cc1)c1ccc(cc1)C(F)(F)F)C(=O)CN1C2=CC=C[C@H]2C(=O)N=C1SCc1ccc(F)cc1
1701,c1c(ccc(N(C)c2nc(nc3ccccc23)C)c1)OC
1702,O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1N
1703,c12c(nc([nH]1)C)cc(n1c(c(cn1)C(=O)C1=NC3=CCC=CC3=C1)N)cc2
1704,N1=CN=C2C=c3nc(N)[nH]c(=O)c3=C[C@H]12
1705,c1cc(ccc1Oc1ccccc1)NC(=O)c1cccnc1NCc1ccncc1
1706,C1C[C@@H](O)C[C@H]2CC[C@@H]3[C@@H]([C@@]12C)CC[C@]1([C@H]3CCC1=O)C
1707,c1(sc(cn1)N(=O)=O)NC(=O)NCc1ccc(cc1)OC
1708,C(=O)(N)c1cnccn1
1709,O=C1CC=C2C(=N1)CCC[C@@H]2NCCCCCCCCCCNc1c2ccccc2nc2CCCCc12
1710,Clc1c(cccc1)Nc1ncc(n2cncc12)c1ccccc1
1711,c1(cc(cc(c1)Cl)Cl)NC(=O)Nc1ccc(cc1)OC(C)(C)C(=O)O
1712,CCOCCOCCO
1713,CC(C)(C)n1nc(c2c1ncnc2N)c1cc(ccc1)O
1714,O=C1C2=C(C=CC1)CC1=C(C2=O)[C@H](O[C@@H](C1)CC(=O)O)C
1715,Nc1ncnc(c1)Nc1ccc(cc1)S(=O)(=O)N
1716,C(=O)(c1ccccc1NC[C@@H]1C=CC(=O)N=C1)Nc1ccc(CCC)c(c1)C(F)(F)F
1717,[P@](=O)(Oc1ccc(cc1)N(=O)=O)(O)CCCC(=O)N[C@@H](C)C(=O)O
1718,C1CC(CCC1)N1C(=O)C[C@@H](C1)C(=O)Nc1cc(Cl)cc(c1)Cl
1719,c12ccc(cc1c(cc(c2)C(=O)OC)NC(=O)c1cccc(c1C)O)C(=N)N
1720,NC(=O)[C@@]1([C@H](O)[C@H]([C@@H]([C@@H](CO)O1)O)O)NC(=O)C
1721,C([C@@H](NCCN[C@H](CO)CC)CC)O
1722,O=C(N(C)C)c1c(N)ccc(c1)C1=CN=C2C(=C(C=N2)c2n(CC)ncc2)C1
1723,n1(cnc2c(N)ncnc12)[C@@H]1O[C@H](CO[P@@](=O)(O)O[P@](=O)(O)O[P@@](=O)(O)O[P@@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O
1724,C1NC[C@@H]2C[C@H]1c1cc3nccnc3cc21
1725,c1c(c(cc(c1F)F)[C@H]1CC[C@@H](C[C@@H]1N)[N@@]1CCn2c(C1)nnc2C(F)(F)F)F
1726,O=C(NCc1ccccc1)c1cnc2n(CC)ncc2c1NC1CCOCC1
1727,C(=O)[C@@H](CO)OP(=O)(O)O
1728,c1cc(c(Cl)cc1Cl)C(=O)NC(=O)Nc1ccc(OCCCC(=O)O)cc1Cl
1729,[C@@H]1(Oc2cccc(c2)C(=O)N)[C@H](O)[C@@H](O)[C@@H](O)[C@@H](CO)O1
1730,c1(c(OC)cc(cc1)C=C)O
1731,c1(ccc(cc1)O)CCCCCCC
1732,[C@H]12C[C@H]3C[C@@H](C2)C[C@@](C1)(C3)NC(=O)NCc1ccc(cc1)N=C(N)N
1733,c1(nc(OCC2CCCCC2)c2=NCN=c2n1)Nc1ccc(O)cc1
1734,c1(S(O)(O)O)c(O)ccc(c1)O
1735,N1(CCCCC1)CO
1736,OC(=O)/C(=C/C)/OP(=O)(O)O
1737,C1(=CC(=O)NS1(=O)=O)c1cccc(c1)O
1738,c1cc(ccc1C(=O)NCc1cc(c(c(c1)F)F)F)S(=O)(=O)N
1739,C1(=O)N=CC=C(NCc2ccccn2)[C@@H]1c1nc2c(cc(n3ccnc3)cc2C)[nH]1
1740,c1(ccc(cc1)CCC(=O)O)S(=O)(=O)N
1741,OC(=O)[C@@H](C)CN
1742,O=C(O)[C@@H](N)CC1=CCCCc2c1c(=O)[nH]o2
1743,CC(C)(O)c1cccc(n1)-n(n(c2=O)CC=C)c(c23)nc(nc3)Nc4ccc(cc4)N(CC5)CCN5C
1744,c1cccc(c12)n(c(n2)C(F)F)-c3nc(N4CCOCC4)nc(n3)N5CCOCC5
1745,C(=O)(CN(CCO)S(=O)(=O)c1ccc(cc1)c1ccccc1)NO
1746,c1ccccc1C[C@@H](C(=O)O)CN(O)O
1747,O=C(O)C(=O)N(c1ccccc1C(=O)O)c1ccc(c2c1cccc2)C[C@H](NC(=O)C)C(=O)NCCCCC
1748,Fc1cc(ccc1)COc1ccc(cc1)/C=N\[C@@H](C)C(=O)N
1749,c1cccc2ccc(C3=C[C@@H]4C(=NC=C4c4ccc(cc4)CC(=O)O)N=C3)cc12
1750,c1(c(ccc(c1)C)C)N
1751,C(CCCCCNC=O)C
1752,c1c(cccc1C1=C(N=C2C(=C(N=C(N2)N)N)N1)c1cccc(c1)O)O
1753,OCCCCn(cn1)c(c12)nc([nH]c2=O)Nc3ccccc3
1754,c1(ccc(o1)/C=C/1\SC(=NC1=O)N[C@@H](c1ccc(cc1)F)c1nnn[nH]1)CC
1755,N1[C@H](C(=O)N2[C@H](C1=O)CCC2)Cc1ccc(cc1)O
1756,CNC(=O)C1=C(C)C(=N[C@@H]1C)/C=C\1/c2cc(Cl)ccc2NC1=O
1757,C1(CCCCC1)Sc1c(C(C)C)c(=O)[nH]c(=O)n1COCC
1758,N1C(=O)/C(=C/c2c(cc(cc2OC)OC)OC)/c2ccccc12
1759,[C@@H]1(COc2c(C(=N1)N)scc2)CCC
1760,O=C1C(=C(C(=O)c2ccccc12)O)[C@@H]1CC[C@H](CC1)c1ccc(Cl)cc1
1761,N1=c2c(=C(C1)C1=C(C(=O)NC1=O)[C@H]1c3c(cccc3)NC(=N1)N1CCN(CC1)C)cccc2
1762,CN(C)C[C@H](O)COc(cc1)ccc1Nc(nc2)nc(c2Br)Nc3ccccc3
1763,O[C@@H](c1ccccc1)C
1764,C=C/C(=C/C=C/[C@@H](C)/C=C/[C@H]1C(C)(C)C=CC=C1C)/C
1765,SC[C@H](c1cc(ccc1)N=C(N)N)C(=O)O
1766,Oc1c(O)cc(cc1)c1sccc1CC
1767,Cc1ncc(n1C(C)C)-c2ccnc(n2)Nc3ccc(cc3)S(=O)(=O)NCCOC
1768,O=c1n2C[C@@H]3CNC[C@@H](C3)c2ccc1
1769,n1(ncnc1)C(=N)N
1770,FC1(F)CCN(C1)C(=O)[C@H]1NC[C@H](C1)N1CCN(CC1)c1ncccn1
1771,C(c1ccc2ccc(cc2c1)C(F)(F)P(=O)(O)O)(F)(F)P(=O)(O)O
1772,CC1([C@@H](N(CCS1)S(=O)(=O)c1ccc(cc1)OCC#CCN)C(=O)NO)C
1773,c1c(cc(cc1)OCCN(O)C=O)C(=O)c1ccccc1
1774,N1C(=O)/C(=C\Nc2ccc(cc2)S(=O)(=O)NC)/c2ccccc12
1775,c12c(cccc1)N=C(c1c(c3cc(F)ccc3n(CCC3CC3)c1=O)O)NS2(=O)=O
1776,c1(C)cccc2c1n1c(nnc1)s2
1777,n1[nH]cnc1
1778,C1(=O)C(=C([C@@H](CC)C(=N1)C)Cc1cccc(C)c1)N(C)CCOC
1779,c1cncn1CCCCCCn1cncc1
1780,O=C(O)c1oc(cc1)Cc1ccccc1Cl
1781,O=c1c2n(C)c3cc(C)sc3c2cnn1Cc1ccccc1F
1782,c1(c(cccc1)O)C(=O)NOC(=O)C
1783,c1cc(ccc1C(=O)NC[C@@H](CC)C1=CCC2=NC=CC2=C1)S(=O)(=O)N
1784,C1(=O)[C@@H](NC(=O)[C@H](O)c2ccccc2)[C@@H]2N1C(=C(CSc1n(nnn1)C)CS2)C(=O)O
1785,C12=CC(=NC1=CC=C(C2)C(=N)N)c1ccccc1C
1786,c1c(cccc1c1ccc2c(c1)c(nc(n2)C(F)(F)F)NC(C)(C)C)N
1787,C(O)(O)(C(F)(F)F)C(F)(F)F
1788,[O-]P([O-])(=O)OCN1C(=O)C(C)(C)Oc(c12)ccc(n2)Nc3c(F)cnc(n3)Nc(cc4OC)cc(OC)c4OC
1789,CCCCCCCCCCCCSc1[nH]nnc1C(=O)O
1790,C(=O)([C@H](c1c(cccc1Cl)Cl)Nc1c(ccc(c1)C)[C@@H](O)C)N
1791,P(=O)(O)([C@@H](C(=O)c1cc2ccccc2cc1)c1cccc2c1cccc2)O
1792,N1(N(C(=O)N([C@@H]([C@H](O)C1)Cc1ccccc1)Cc1cc(c(cc1)O)OC)Cc1ccc(c(c1)OC)O)Cc1ccccc1
1793,NCCN1CCN(CC1)c(ncc2)cc2-c3ccnc(n3)Nc(cc4)cc(Cl)c4C
1794,OCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COC(=O)C(C)(C)C
1795,S=C1C(=CCC=C1)C(=O)O
1796,O=C(Nc1ncc(s1)C(C)C)Cc1cccnc1
1797,C=NC
1798,c1(cc(c2O[C@H]([C@H]3CCC[C@H]3c2c1)c1ccc(O)cc1)COC)O
1799,CC(=O)NC1=CN=N[C@H]1C(=O)Nc1ccc(F)cc1
1800,OS(O)(O)Nc1n(C)nc(c1)c1ccccc1
1801,Cc1n[nH]c(c12)cc(cc2)Nc3ccnc(n3)Nc(cc4OC)cc(OC)c4OC
1802,C1[C@H]2C[C@H]3C[C@@H]1C[C@@](C2)(C3)C(=O)NCCCCNS(=O)(=O)c1cccc2c1cccc2N(C)C
1803,c1cc(ccc1OCC#CC)S(=O)(=O)N1CC[C@@H](C1)S
1804,P(=O)([C@H]1C[C@@H]([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O1)NC(=O)C)O)(O)O
1805,COc1ccc(O)cc1NC(=O)NC(=O)c1ccc(F)cc1Cl
1806,S(=O)(=O)(N)c1ccc(CN)cc1
1807,c1ccc(cc1Cl)O
1808,CC(=O)N[C@@H](Cc1cc(c(c(c1)I)O)I)C(=O)NCC(=O)O
1809,Nc1nccc(n1)c1ccc2noc(c3ccc(Cl)cc3)c2c1
1810,c1(N)ccc2nc(N)nc(c2c1)N
1811,N1=C(N=C2[C@H](C1=O)N=C(O2)C)N
1812,N1=NC(=O)c2c(C1=O)ccc(c2)N
1813,C1CC(=O)C=C2[C@]1([C@@H]1[C@@H](CC2)[C@H]2[C@](CC1)([C@@H](CC2)O)C)C
1814,O=C(NCCO)c1ccc(Cl)cc1
1815,[C@H]1([C@@H](Oc2ccc(O)cc2[C@H]1C)c1ccc(cc1)OCCN1CCCC1)c1ccc(O)cc1
1816,c1(cccc(c1)I)CO
1817,N[C@H]1CN(CCC1)c1n(Cc2ccccc2C#N)c(=O)c2c(n1)cccc2
1818,N[C@H](CC(C)C)C(=O)N1[C@H](C(=O)NCc2ccc(C(=N)N)cc2)CCC1
1819,C1[C@@]2(C)[C@@H](C[C@H](O)C1)C[C@H](O)[C@H]1[C@H]3[C@](CC[C@H]21)([C@H](CC3)[C@H](C)CCC(=O)O)C
1820,Clc1ccc2[nH]c(cc2c1)C(=O)N[C@@H]1CCCC[C@H]1NC(=O)c1sc2CN(C)CCc2n1
1821,Nc1ncnc(c12)n(cn2)[C@H](O3)[C@H](O)[C@H](O)[C@H]3COP([O-])(=O)OP([O-])(=O)OP([O-])(=O)OP([O-])(=O)OC[C@@H](N4)C=Nc(c45)nc(N)[nH]c5=O
1822,O=C(O)CCCCN(C)c1ccc(cc1)/C=C/c1ccc(cc1)N(=O)=O
1823,C(=O)C(c1ccccc1)c1ccccc1
1824,C(CC(=O)N)[C@@H](C(=O)OC(C)(C)C)N
1825,c12ccccc1S(=O)(=O)N=C(N2)c1c(c2c(n(c1=O)CCC(C)C)cccc2)O
1826,c1(cc2c(cc1)C(=C(C2=O)c1ccc(cc1)O)Br)O
1827,c1(ccc2c(c1)[nH]c(n2)c1cc(OC)ccc1O)C(=N)N
1828,CC(=O)NCCSC(=O)/C=C/CCCCCCCCCCCCC
1829,c1(c(cc(cc1)OO)OC)O
1830,NS(=O)(=O)c1ccc(Nc2cncc(Cl)n2)cc1
1831,c1(cccc2c(cccc12)N(C)C)S(O)O
1832,COc(c1c23)c(OC)cc2CC[N+](C)(C)[C@@H]3Cc4cc(c(cc4)OC)Oc5c(OC)cc6c(c5)[C@@H]([N+](C)(C)CC6)Cc7ccc(O1)cc7
1833,O=c1oc2c(c(C=O)c1)ccc(c2)OCc1cccc(Cl)c1
1834,O=S(=O)(N)c1cc(Cl)c(cc1)NC(=O)CSC(=O)N1CCCc2c1ccc(c2)C
1835,O[C@H](C(=O)O)Cc1ccccc1
1836,N[C@H]1N=C(CC(=N1)C)OCCOC
1837,n1c(c(n(c1COC(=O)N)Cc1ccncc1)Sc1cc(Cl)cc(Cl)c1)C(C)C
1838,C1CN(CCN1C)NC(=O)Nc1cccc2c1C(=O)[C@H]1C2=NN=C1c1sc(nc1C)C
1839,o1[nH]c(=O)c(c1)C[C@H](N)C(=O)O
1840,c1(sc(=S)[nH]n1)NC(=O)N[C@@H](Cc1c(c(c(c(c1F)F)F)F)F)C(=O)NC
1841,C1CC(NC(=O)c2[nH]ncc2NC(=O)c2c(cccc2Cl)Cl)CCN1
1842,C=CCN(CCCCCCOc1cc2n(nc(c2cc1)c1ccc(cc1)Br)C)C
1843,c1c(c(cc(c1)Sc1nncn1C)C(=O)Nc1nc(cs1)C)N
1844,O[C@H]1[C@@H](F)[C@@H](O)[C@H](O)[C@H](O1)CO
1845,o1c(c(O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO[C@H]3[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O3)O2)c(=O)c2c(O)cc(O)cc12)c1cc(O)c(O)cc1
1846,N[C@@H](CCON)C(=O)O
1847,O=c1c2c3CCCCc3sc2nc[nH]1
1848,C(=O)(CCCCCCCC)OC
1849,c1cc(cc(c1)F)c1cc(c(s1)C(=O)N[C@H]1CCCNC1)NC(=O)N
1850,CCCCNC(=N)NO
1851,[P@](=O)(O)(OC[C@H]1O[C@@H](n2c3ncnc(N)c3nc2)[C@H](O)[C@@H]1OP(=O)(O)O)O[P@@](=O)(O)OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C[C@@H](SCCO)CCCCC
1852,[O-]C(=O)CC[C@@H](C([O-])=O)NC(=O)c1ccc(cc1)NCc(n2)cnc(c23)nc(N)nc3N
1853,C1OC(=O)N([C@@H]12)c3c(NC2)nc(N)[nH]c3=O
1854,CC(C)Nc1nc(nc(n1)Cl)NCC
1855,c1cc(F)ccc1CN1C[C@@H](C(=O)NCCCS)NCC1
1856,c1(ccc(cc1)[C@H]1CO1)N(=O)=O
1857,O=C(O)[C@@H]1[C@H](c2nccs2)N([C@](C1)(CC(C)C)C(=O)O)C(=O)c1ccc(cc1)C(C)(C)C
1858,c1(ccc2c(c1)[nH]c(n2)[C@H]1C=CC=NC1=O)C(=N)N
1859,Nc1[nH]cnc2-c1ncc2CN1C[C@H](O)[C@H](C1)CSCc1ccccc1
1860,n1c(C(=O)N=C(N)N)c(N)nc(N)c1Cl
1861,c1(cc(c(c(c1)I)Oc1cc(c(c(c1)I)O)I)I)CC(=O)O
1862,C1C(CCCN1C(=O)c1cccc(c2ccc(c(c2)F)C)n1)(C)C
1863,N(O)C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)N(C)C)NC(=O)c1ccc(cc1)C
1864,Cc1c2cc3[n+]4c(cc5c(c(c6n5[Fe]47n2c(c1CCC(=O)O)c(c8[n+]7c(c6)C(=C8CCC(=O)O)C)c9ccccc9)C)C=C)C(=C3C=C)C
1865,n1(cccc1)C(=O)c1c(cc(cc1O)O)O
1866,c1(N)ccc2nc(N)[nH]c(=O)c2c1
1867,N=C(N)c1cc2cc(ccc2cc1)Cn1c2c(c3c1cc(cc3)O[C@@H]1CCN(CC1)[C@H](N)C)cccc2
1868,c1c(c(ccc1)S(O)O)c1ccccc1
1869,FC(F)(F)c1cc(ccc1)[C@@H](O)CN
1870,c1cc(I)ccc1NC(=S)OCCN1C(=O)c2ccccc2C1=O
1871,C(CC(C)C)C(=O)N1[C@H](C(=O)NCc2cccc(c2)Cl)CCC1
1872,c1(ncc(cc1)C)NC(=S)NCCc1nccc(c1F)OCC
1873,c12c([C@@H](N=C(N1)N)N)c(c(cc2)c1ccccc1)C
1874,C(=O)(O)c1cc(O)c(NC(=O)C)c(N(=O)=O)c1
1875,O=P(OCC)(OCC)Oc1ccc(OC)cc1
1876,c1c(nn(c1N1CCN(CC1)[C@@H]1CN[C@@H](C1)C(=O)N1CCSC1)c1ccccc1)C
1877,c1ccccc1C#Cc2ccc(o2)C(=O)Sc(n[nH]3)nc3C(F)(F)F
1878,OP(=O)(C(CCCN)(P(=O)(O)O)O)O
1879,O=N(=O)c1c(ccc(c1)c1ccnc(N2CCN(CC2)C(=O)C)c1)Sc1c(cccc1)OCC
1880,c1cc(Cl)ccc1CCCSc(n2)nc(N3CCNCC3)nc2NCCc4ccc(O)cc4
1881,C1[C@H]2C(=CC[C@@H]1C(C)(C)O[C@H]2c1ccc(O)cc1)C
1882,c12[C@@H]([C@H]([C@@H](Cn1ccn2)O)O)O
1883,BrC(=C)CCO
1884,[H]/N=C(/c1cccc(c1)Oc2c(c(c(c([nH+]2)Oc3cccc(c3)/C(=N/[H])/N)F)C)F)\N
1885,n1cnc2c(c1N)ncn2[C@H]1[C@H](O)[C@H](OP(=O)(O)O)[C@H](O1)CO[P@@](=O)(O)O[P@@](=O)(O)OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSCCCCC(=O)NCCC1=CN=C2[C@@H]1C=CC=C2
1886,s1c(C)cc2c1cnn(b2O)S(=O)(=O)CCC
1887,O=C1Nc2ccccc2/C/1=C/Nc1ccc(cc1)S(=O)(=O)Nc1sccn1
1888,O=C(N[C@H](CO)[C@H](O)c1ccc(N(=O)=O)cc1)C(Br)Br
1889,n1(cnc2c(N)ncnc12)[C@@H]1O[C@H](CO[P@@](=O)(O)O[P@](=O)(O)O[P@](=O)(O)OC[C@H]2O[C@H]([C@@H]([C@@H]2O)O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O
1890,c1(ccccc1)C/C=N/C(=O)CO[P@@](=O)(O)[C@@H](Cc1ccccc1)NC(=O)CCCC(=O)O
1891,Fc1ccc(cc1)c1c(c2nc(ncc2)N)n(cn1)CC1CC1
1892,[P@@](=O)(O)(OC(=O)[C@@H](N)Cc1cnc[nH]1)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(N)ncnc12
1893,[C@]12([C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)NC(=O)N(C2=O)NC(=O)C
1894,Nc1ncnc2c1c(nn2C(C)(C)C)Cc1cc(ccc1C)C
1895,c1ccccc1C(=O)c1cc2c(cc1)c(CCC)c(cc2)OCCCOc1cc2c(cc1)n(cc2)CC(=O)O
1896,Cc1nc(sc1C(=O)NCc1ccc(OC(C)(C)C(=O)O)cc1)c1ccc(cc1)C(F)(F)F
1897,c1cc(cc(c1)O)c1c2c(cc(c1)C(F)(F)F)ncc(N1CCN(CC1)C)n2
1899,c1(S(=O)(=O)N)cc2C=CN(c3cccc(OC)c3)S(=O)(=O)c2s1
1900,c12c(ccc(c3c(c4c(cccc4)F)nco3)c1)nc(NC(C)C)s2
1901,NCc1cccc(c1)NC(=O)c1ccc(cc1)c1cc(c2oc(C)nn2)ccc1C
1902,c1ccc(cc1)C(C(=O)O)C(=O)O
1903,OC[C@@H]1[C@@H](O)C[C@]2(n3c(=O)[nH]c(=O)c(c3)C)[C@H]1C2
1904,CC[C@H]1C(=O)C=C[C@H]1CCCCCCCC(=O)O
1905,c1(=O)[nH]c(=O)n(cc1)[C@H]1[C@@H]([C@@H]([C@H](O1)CO[P@](=O)(O)O[P@@](=O)(O[C@@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O[C@@](C)(OP(=O)(O)O)C(=O)O)NC(=O)C)O)O)O
1906,C([C@H](n1cc(nc1)C(F)(F)F)C(=O)Nc1ccc(C(=O)O)cn1)C1CCCC1
1907,c1cc(F)ccc1-c2c(n(oc2=O)COCC)-c3ccnc(n3)Oc4c(O)cccc4
1908,S(NCC)(O)(O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(N)ncnc12
1909,C(=C\S(=O)(=O)N1CC(=O)N(CC1)CC1CCN(c2ccncc2)CC1)/c1ccc(Cl)cc1
1910,O=C1N2[C@@H](C(=O)O)C(C)(C)[S@](=O)[C@@H]2[C@@H]1NC(=O)Cc1ccccc1
1911,N#Cc1ccc(cc1)Nc2nc(N)nc(n2)Oc3c(Cl)cccc3Cl
1912,c1ccc(c(c1)NC1=NC(=O)[C@H](S1)C(C)C)F
1913,OP(=O)(O)C[C@@H]1O[C@H]2[C@@H](O1)[C@@H](O[C@@H]2CO)n1cnc2c1nc(N)[nH]c2=O
1914,C[C@H](C(=O)O)N[C@@H](CCc1ccccc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)Nc1ccccc1
1915,c1ccccc1c1c(cc(cc1)[C@@H](C)C(=O)O)F
1916,O=c1n(CC(=O)NCc2c3c(ccc(Cl)c3)sc2)c(Cl)cnc1NCCc1ccccn1
1917,OC(=O)CCCCCCCC/C=C/C=C\CCCCC
1918,c1ccc(C(OC2CCN(CCCc3nnn[nH]3)CC2)c2ccccc2)cc1
1919,n1c[nH]cc1CCNc(n(c23)ncc2C#N)nc(n3)Nc4ccccc4
1920,O=c1c(=O)[nH]c2c([nH]1)cc(c(c2)N(=O)=O)N(=O)=O
1921,C1N=C2C(=C(C(=N2)c2ccccc2)c2ccccc2)C(=N1)NC[C@H](CO)O
1922,C(COC)(COC)n1ccc2c3c(nc(nc3N)N)ccc12
1923,C[C@@H](C(=O)O)N
1924,[C@H]1(OC)[C@H](O)[C@@H](O)[C@@H](O)[C@H](O1)C=S
1925,n1cn(c2c1[C@@H](CNCN2)O)[C@H]1C[C@H](O)[C@@H](CO)O1
1926,NC1=C2N=CN([C@@H]2N(C)C=N1)C
1927,c1cc2c(cc1F)c(=O)c1cc(c(nc1o2)N)C(=O)N
1928,C1CCN[C@@H]1C(=O)NS(O)(O)OC[C@H]1O[C@@H](n2c3ncnc(N)c3nc2)[C@H](O)[C@@H]1O
1929,O=c1nc(N)c(F)cn1[C@H]1O[C@@H](CO)SC1
1930,O[C@@H]1[C@H](O)[C@@H](O)[C@@H]([C@H](O1)CO)S[C@@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]2[C@H](O)[C@@H](O)[C@@H]([C@H](O2)CO)S[C@@H]2[C@H](O)[C@@H](O)[C@H](O[C@@H]3[C@H](O)[C@@H](O)[C@@H]([C@H](O3)CO)S[C@@H]3[C@H](O)[C@@H](O)[C@H](O)[C@H](O3)CO)[C@H](O2)CO)[C@H](O1)CO
1931,c1cc(ccc1)NCCS(O)(O)O
1932,[C@]12(C(=S)C[C@@H](CC1)C2(C)C)C
1933,[C@@H]12[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)N=C(NC)O2
1934,[Be](F)F.F.P(=O)(O)(O)O[P@@](=O)(O)OCCN(c1ccccc1N(=O)=O)C
1935,O=C(O)c1ccc(cc1)c1oc(cc1)/C=C/1\SC(=NC1=O)N
1936,c1(c(F)cc2c(c1)[nH]c(n2)c1cccc(c1O)OCC(C)C)C(=N)N
1937,C(=O)(O)C(=O)C(=O)O
1938,c1c2c(cc(c1O)O)CC[C@H]1[C@H]3[C@](CC[C@H]21)([C@H](CC3)O)C
1939,C(CC(C)C)C(=O)N1[C@H](C(=O)NCc2ccc(C(=N)N)cc2)CC=C1
1940,O=C1O[C@](CN1)(C)c1ccc(OC)c(c1)OCCC
1941,c1cccn(c12)c(cn2)-c3ccnc(n3)Nc4ccc(cc4)S(=O)(=O)N
1942,Cc1cccc(n1)c2nc3ccccc3c(n2)Nc4ccncc4
1943,CCCCCCCCCCCC[N+](C)(C)C
1944,c1cc(Cl)cc(Cl)c1OCCCN(C)CCC
1945,N#Cc1ccc(cc1)Nc(n2)nccc2Nc(c3C)c(C)cc(C)c3
1946,[C@@H]1(O[C@@H]2[C@H](C[C@@H](N)[C@@H]([C@H]2O[C@H]2[C@H](OCCNC/C=C/N)[C@@H]([C@H](O2)CO)O[C@@H]2[C@H](N)[C@@H](O)[C@H](O)[C@@H](O2)CN)O)N)[C@H](N)[C@@H](O)[C@H](O)[C@H](O1)CO
1947,COc1ccc(cc1)c1c(C(=O)NCC)noc1c1cc(Cl)c(O)cc1O
1948,CCOC(=O)N[C@H]1C[C@@H]2[C@@H](CC1)[C@@H]([C@H]1[C@@H](C2)C(=O)O[C@@H]1C)CCc1ccc(cn1)c1cc(F)ccc1
1949,c12nc(C)c(CCN3CCC(=C(c4ccc(cc4)F)c4ccc(cc4)F)CC3)c(=O)n1ccs2
1950,c1(ccc2c(c1)[nH]c(n2)c1cc([C@H](C(=O)O)CC(=O)O)cc(c1O)c1c(cccc1)OC)C(=N)N
1951,NS(=O)(=O)c1c(Cl)cc(NCc2ccco2)c(c1)C(=O)O
1952,C(C)(C)SCC[C@@H](N)[C@H](O)C(=O)NNC(=O)c1cccc(c1)Cl
1953,[C@H]1(C2=C3[C@@H](N=C2)C=CC=C3)[C@H](c2cn3CCCc4c3c2ccc4)C(=O)NC1=O
1954,C1N=C2OC(=C([C@@H]2C(=N1)NCC(=O)O)c1ccccc1)c1ccccc1
1955,C1=CC(=O)C=C2[C@@]1(C)[C@H]1CC[C@]3([C@@H](CCC3=O)[C@@H]1CC2)C
1956,n1(cnc2-c(c1N)nnc2[C@H]1[C@H](O)[C@H](O)[C@H](O1)CO)C
1957,N1=C[C@@H]2C(=NC(=C2)c2cccc(c2O)c2cccc(c2)CNC(=O)N)C=C1
1958,CC#CCOc1ccc(cc1)S(=O)(=O)N1CCSC([C@@H]1C(=O)NO)(C)C
1959,[O-]C(=O)[C@H]([NH3+])CCC(=O)N[C@H](C(=O)NCC([O-])=O)CSc(n1)nc(NCC)nc1NC(C)C
1960,c1(nc(ccn1)c1sc(nc1c1c(c(ccc1)NS(=O)(=O)c1c(cccc1F)F)F)C(C)(C)C)N
1961,NS(=O)(=O)c1ccc(cc1)Nc1n2c(nc(c1)OC1CCCCC1)ncn2
1962,c1(ccc(c2cc3cccnc3c(n2)c2cc(ccc2)N(=O)=O)cc1)C(=O)O
1963,c1cc(ccc1C(=O)NCc1c(c(c(cc1)F)F)F)S(=O)(=O)N
1964,COc1c(OC)cc(cc1OC)Nc(nc2)nc(c23)n(cc3)-c4ccccn4
1965,c1ccc(cc1)C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N[C@H](C(=O)N)CC(=O)O
1966,O/N=C/1\C(=O)N(Cc2cc(F)cc3COCOc23)c2cccc(c12)c1ccccc1
1967,CCCCNCCCCNCCCC
1968,OC[C@@H](C)NC(=O)c1c(C)nc(s1)-c2ccnc(n2)Nc(c3)cc(C)cc3C
1969,n1(c(=O)nccc1)[C@H]1[C@H](O)[C@H](O)[C@H](O1)CO
